Tiempo,Posicion,Velocidad
5.850000,-0.577175,-1.311291
5.860000,-0.589959,-1.244625
5.870000,-0.602051,-1.173102
5.880000,-0.613405,-1.096939
5.890000,-0.623976,-1.016390
5.900000,-0.633720,-0.931743
5.910000,-0.642598,-0.843322
5.920000,-0.650575,-0.751485
5.930000,-0.657617,-0.656620
5.940000,-0.663698,-0.559145
5.950000,-0.668793,-0.459503
5.960000,-0.672883,-0.358157
5.970000,-0.675952,-0.255589
5.980000,-0.677992,-0.152294
5.990000,-0.678997,-0.048773
6.000000,-0.678968,0.054470
6.010000,-0.677911,0.156932
6.020000,-0.675834,0.258119
6.030000,-0.672754,0.357551
6.040000,-0.668690,0.454763
6.050000,-0.663668,0.549313
6.060000,-0.657714,0.640784
6.070000,-0.650863,0.728789
6.080000,-0.643151,0.812974
6.090000,-0.634618,0.893016
6.100000,-0.625306,0.968631
6.110000,-0.615261,1.039571
6.120000,-0.604531,1.105624
6.130000,-0.593165,1.166619
6.140000,-0.581216,1.222417
6.150000,-0.568734,1.272919
6.160000,-0.555775,1.318057
6.170000,-0.542391,1.357797
6.180000,-0.528637,1.392134
6.190000,-0.514567,1.421091
6.200000,-0.500233,1.444718
6.210000,-0.485690,1.463085
6.220000,-0.470989,1.476285
6.230000,-0.456181,1.484427
6.240000,-0.441317,1.487636
6.250000,-0.426444,1.486051
6.260000,-0.411611,1.479819
6.270000,-0.396863,1.469099
6.280000,-0.382243,1.454055
6.290000,-0.367796,1.434857
6.300000,-0.353560,1.411679
6.310000,-0.339575,1.384697
6.320000,-0.325878,1.354088
6.330000,-0.312504,1.320031
6.340000,-0.299488,1.282705
6.350000,-0.286861,1.242286
6.360000,-0.274652,1.198951
6.370000,-0.262891,1.152875
6.380000,-0.251603,1.104230
6.390000,-0.240814,1.053188
6.400000,-0.230547,0.999917
6.410000,-0.220823,0.944585
6.420000,-0.211661,0.887356
6.430000,-0.203081,0.828393
6.440000,-0.195099,0.767858
6.450000,-0.187729,0.705911
6.460000,-0.180985,0.642709
6.470000,-0.174878,0.578407
6.480000,-0.169420,0.513163
6.490000,-0.164618,0.447127
6.500000,-0.160479,0.380453
6.510000,-0.157010,0.313292
6.520000,-0.154215,0.245792
6.530000,-0.152095,0.178102
6.540000,-0.150653,0.110368
6.550000,-0.149887,0.042737
6.560000,-0.149797,-0.024649
6.570000,-0.150379,-0.091646
6.580000,-0.151628,-0.158113
6.590000,-0.153539,-0.223910
6.600000,-0.156104,-0.288899
6.610000,-0.159314,-0.352944
6.620000,-0.163159,-0.415909
6.630000,-0.167628,-0.477662
6.640000,-0.172708,-0.538069
6.650000,-0.178384,-0.597001
6.660000,-0.184643,-0.654330
6.670000,-0.191465,-0.709928
6.680000,-0.198835,-0.763669
6.690000,-0.206732,-0.815430
6.700000,-0.215136,-0.865089
6.710000,-0.224026,-0.912523
6.720000,-0.233379,-0.957614
6.730000,-0.243171,-1.000243
6.740000,-0.253375,-1.040294
