Tiempo,Posicion,Velocidad
3.200000,-1.018734,-1.611241
3.210000,-1.034234,-1.474736
3.220000,-1.048356,-1.334990
3.230000,-1.061066,-1.192365
3.240000,-1.072338,-1.047231
3.250000,-1.082150,-0.899974
3.260000,-1.090480,-0.750986
3.270000,-1.097314,-0.600669
3.280000,-1.102641,-0.449430
3.290000,-1.106453,-0.297681
3.300000,-1.108746,-0.145836
3.310000,-1.109522,0.005691
3.320000,-1.108786,0.156488
3.330000,-1.106547,0.306146
3.340000,-1.102817,0.454264
3.350000,-1.097615,0.600446
3.360000,-1.090961,0.744307
3.370000,-1.082880,0.885474
3.380000,-1.073401,1.023586
3.390000,-1.062556,1.158297
3.400000,-1.050381,1.289279
3.410000,-1.036913,1.416217
3.420000,-1.022196,1.538817
3.430000,-1.006273,1.656804
3.440000,-0.989192,1.769921
3.450000,-0.971002,1.877934
3.460000,-0.951756,1.980628
3.470000,-0.931508,2.077807
3.480000,-0.910313,2.169299
3.490000,-0.888230,2.254950
3.500000,-0.865317,2.334629
3.510000,-0.841635,2.408223
3.520000,-0.817244,2.475638
3.530000,-0.792207,2.536801
3.540000,-0.766587,2.591656
3.550000,-0.740447,2.640164
3.560000,-0.713850,2.682304
3.570000,-0.686861,2.718070
3.580000,-0.659543,2.747471
3.590000,-0.631959,2.770532
3.600000,-0.604173,2.787290
3.610000,-0.576248,2.797794
3.620000,-0.548245,2.802107
3.630000,-0.520228,2.800301
3.640000,-0.492255,2.792459
3.650000,-0.464387,2.778676
3.660000,-0.436684,2.759053
3.670000,-0.409203,2.733701
3.680000,-0.382001,2.702739
3.690000,-0.355133,2.666295
3.700000,-0.328654,2.624501
3.710000,-0.302616,2.577500
3.720000,-0.277071,2.525437
3.730000,-0.252069,2.468467
3.740000,-0.227658,2.406749
3.750000,-0.203886,2.340449
3.760000,-0.180796,2.269736
3.770000,-0.158432,2.194788
3.780000,-0.136837,2.115787
3.790000,-0.116048,2.032917
3.800000,-0.096106,1.946371
3.810000,-0.077044,1.856345
3.820000,-0.058898,1.763038
3.830000,-0.041699,1.666657
3.840000,-0.025477,1.567411
3.850000,-0.010259,1.465511
3.860000,0.003928,1.361175
3.870000,0.017062,1.254623
3.880000,0.029122,1.146077
3.890000,0.040087,1.035764
3.900000,0.049943,0.923911
3.910000,0.058674,0.810750
3.920000,0.066268,0.696511
3.930000,0.072716,0.581427
3.940000,0.078010,0.465733
3.950000,0.082145,0.349662
3.960000,0.085119,0.233448
3.970000,0.086930,0.117323
3.980000,0.087582,0.001520
3.990000,0.087078,-0.113731
4.000000,0.085425,-0.228204
4.010000,0.082632,-0.341671
4.020000,0.078709,-0.453912
4.030000,0.073670,-0.564708
4.040000,0.067530,-0.673845
4.050000,0.060307,-0.781112
4.060000,0.052021,-0.886306
4.070000,0.042693,-0.989226
4.080000,0.032346,-1.089678
4.090000,0.021007,-1.187473
4.100000,0.008703,-1.282431
4.110000,-0.004538,-1.374375
4.120000,-0.018684,-1.463136
4.130000,-0.033702,-1.548552
4.140000,-0.049559,-1.630468
4.150000,-0.066219,-1.708736
4.160000,-0.083645,-1.783215
4.170000,-0.101798,-1.853772
4.180000,-0.120638,-1.920280
4.190000,-0.140125,-1.982622
4.200000,-0.160216,-2.040686
4.210000,-0.180868,-2.094370
4.220000,-0.202037,-2.143576
4.230000,-0.223678,-2.188218
4.240000,-0.245744,-2.228215
4.250000,-0.268188,-2.263494
4.260000,-0.290965,-2.293991
4.270000,-0.314024,-2.319649
4.280000,-0.337318,-2.340420
4.290000,-0.360798,-2.356263
4.300000,-0.384413,-2.367147
4.310000,-0.408115,-2.373046
4.320000,-0.431854,-2.373948
4.330000,-0.455579,-2.369844
4.340000,-0.479241,-2.360738
4.350000,-0.502789,-2.346642
4.360000,-0.526174,-2.327577
4.370000,-0.549345,-2.303575
4.380000,-0.572255,-2.274677
4.390000,-0.594854,-2.240934
4.400000,-0.617094,-2.202407
4.410000,-0.638927,-2.159169
4.420000,-0.660307,-2.111303
4.430000,-0.681188,-2.058904
4.440000,-0.701525,-2.002075
4.450000,-0.721274,-1.940935
4.460000,-0.740393,-1.875609
4.470000,-0.758840,-1.806239
4.480000,-0.776576,-1.732973
4.490000,-0.793562,-1.655974
4.500000,-0.809763,-1.575414
4.510000,-0.825142,-1.491476
4.520000,-0.839667,-1.404354
4.530000,-0.853307,-1.314253
4.540000,-0.866034,-1.221385
4.550000,-0.877821,-1.125973
4.560000,-0.888642,-1.028249
4.570000,-0.898477,-0.928451
4.580000,-0.907306,-0.826826
4.590000,-0.915111,-0.723626
4.600000,-0.921878,-0.619110
4.610000,-0.927595,-0.513538
4.620000,-0.932252,-0.407178
4.630000,-0.935843,-0.300298
4.640000,-0.938364,-0.193167
4.650000,-0.939814,-0.086057
4.660000,-0.940193,0.020762
4.670000,-0.939507,0.127024
4.680000,-0.937761,0.232461
4.690000,-0.934966,0.336813
4.700000,-0.931133,0.439823
4.710000,-0.926277,0.541238
4.720000,-0.920415,0.640815
4.730000,-0.913567,0.738316
4.740000,-0.905753,0.833514
4.750000,-0.896999,0.926187
4.760000,-0.887330,1.016126
4.770000,-0.876774,1.103133
4.780000,-0.865363,1.187017
4.790000,-0.853127,1.267602
4.800000,-0.840101,1.344723
4.810000,-0.826320,1.418226
4.820000,-0.811821,1.487969
4.830000,-0.796642,1.553824
4.840000,-0.780822,1.615675
4.850000,-0.764402,1.673417
4.860000,-0.747423,1.726959
4.870000,-0.729928,1.776222
4.880000,-0.711960,1.821139
4.890000,-0.693563,1.861654
4.900000,-0.674781,1.897725
4.910000,-0.655657,1.929318
4.920000,-0.636239,1.956414
4.930000,-0.616569,1.979001
4.940000,-0.596694,1.997080
4.950000,-0.576658,2.010660
4.960000,-0.556507,2.019763
4.970000,-0.536285,2.024416
4.980000,-0.516036,2.024657
4.990000,-0.495804,2.020534
5.000000,-0.475634,2.012099
5.010000,-0.455566,1.999417
5.020000,-0.435644,1.982556
5.030000,-0.415910,1.961593
5.040000,-0.396403,1.936612
5.050000,-0.377164,1.907703
5.060000,-0.358231,1.874963
5.070000,-0.339643,1.838493
5.080000,-0.321435,1.798401
5.090000,-0.303644,1.754800
5.100000,-0.286305,1.707809
5.110000,-0.269451,1.657551
5.120000,-0.253113,1.604153
5.130000,-0.237323,1.547748
5.140000,-0.222110,1.488472
5.150000,-0.207502,1.426466
5.160000,-0.193526,1.361873
5.170000,-0.180207,1.294840
5.180000,-0.167568,1.225520
5.190000,-0.155633,1.154065
5.200000,-0.144421,1.080633
5.210000,-0.133952,1.005383
5.220000,-0.124243,0.928476
5.230000,-0.115310,0.850076
5.240000,-0.107167,0.770348
5.250000,-0.099827,0.689460
5.260000,-0.093300,0.607579
5.270000,-0.087595,0.524874
5.280000,-0.082721,0.441516
5.290000,-0.078683,0.357675
5.300000,-0.075485,0.273520
5.310000,-0.073129,0.189221
5.320000,-0.071616,0.104948
5.330000,-0.070945,0.020869
5.340000,-0.071114,-0.062850
5.350000,-0.072117,-0.146041
5.360000,-0.073949,-0.228543
5.370000,-0.076603,-0.310192
5.380000,-0.080069,-0.390831
5.390000,-0.084336,-0.470302
5.400000,-0.089391,-0.548451
5.410000,-0.095222,-0.625130
5.420000,-0.101813,-0.700191
5.430000,-0.109146,-0.773490
5.440000,-0.117204,-0.844890
5.450000,-0.125967,-0.914255
5.460000,-0.135413,-0.981455
5.470000,-0.145522,-1.046365
5.480000,-0.156269,-1.108862
5.490000,-0.167629,-1.168831
5.500000,-0.179578,-1.226161
5.510000,-0.192088,-1.280747
5.520000,-0.205130,-1.332488
5.530000,-0.218677,-1.381289
5.540000,-0.232699,-1.427060
5.550000,-0.247164,-1.469719
5.560000,-0.262041,-1.509188
5.570000,-0.277299,-1.545395
5.580000,-0.292903,-1.578274
5.590000,-0.308822,-1.607766
5.600000,-0.325019,-1.633817
5.610000,-0.341462,-1.656381
5.620000,-0.358114,-1.675416
5.630000,-0.374941,-1.690890
5.640000,-0.391907,-1.702774
5.650000,-0.408974,-1.711047
5.660000,-0.426109,-1.715696
5.670000,-0.443273,-1.716714
5.680000,-0.460432,-1.714100
5.690000,-0.477548,-1.707862
5.700000,-0.494585,-1.698013
5.710000,-0.511508,-1.684576
5.720000,-0.528280,-1.667578
5.730000,-0.544866,-1.647056
5.740000,-0.561231,-1.623054
5.750000,-0.577341,-1.595623
5.760000,-0.593162,-1.564822
5.770000,-0.608659,-1.530716
5.780000,-0.623801,-1.493380
5.790000,-0.638555,-1.452895
5.800000,-0.652891,-1.409351
5.810000,-0.666777,-1.362843
5.820000,-0.680186,-1.313475
5.830000,-0.693088,-1.261359
5.840000,-0.705458,-1.206612
5.850000,-0.717268,-1.149359
5.860000,-0.728495,-1.089732
5.870000,-0.739116,-1.027869
5.880000,-0.749109,-0.963914
5.890000,-0.758453,-0.898016
5.900000,-0.767130,-0.830332
5.910000,-0.775122,-0.761020
5.920000,-0.782415,-0.690246
